station_id,division,name,region,type,address,city,state,latitude,longitude,postal_code,About this set
912,National Cemetery Administration,West Virginia National Cemetery,Philadelphia Memorial Service Network,Cemetery,42 Veterans Memorial Lane,Grafton,WV,39.33529,-80.0648,26354,
913,National Cemetery Administration,San Joaquin Valley National Cemetery,Oakland Memorial Service Network,Cemetery,32053 W McCabe Rd.,Santa Nella,CA,37.11528,-121.042351,95322,
914,National Cemetery Administration,National Memorial Cemetery of Arizona,Oakland Memorial Service Network,Cemetery,23029 North Cave Creek Road,Phoenix,AZ,33.6951441,-112.028592,85024,
915,National Cemetery Administration,Abraham Lincoln National Cemetery,Indianapolis Memorial Service Network,Cemetery,20953 W. Hoff Road,Elwood,IL,41.393216,-88.111893,60421,
916,National Cemetery Administration,Dallas-Fort Worth National Cemetery,Denver Memorial Service Network,Cemetery,2000 Mountain Creek Parkway,Dallas,TX,32.71765,-96.94683,75211,
917,National Cemetery Administration,Gerald B. H. Solomon Saratoga National Cemetery,Philadelphia Memorial Service Network,Cemetery,200 Duell Road,Schuylerville,NY,43.03117,-73.6179,12871,
918,National Cemetery Administration,Ohio Western Reserve National Cemetery,Indianapolis Memorial Service Network,Cemetery,"P.O. Box 8, 10175 Rawiga Road",Rittman,OH,40.9963249,-81.8154129,44270,
919,National Cemetery Administration,Tahoma National Cemetery,Oakland Memorial Service Network,Cemetery,18600 SE 240th Street,Kent,WA,47.3870822,-122.0932705,98042,
920,National Cemetery Administration,Fort Sill National Cemetery,Denver Memorial Service Network,Cemetery,2648 NE Jake Dunn Road,Elgin,OK,34.76570491,-98.35211624,73538,
921,National Cemetery Administration,Sacramento Valley National Cemetery,Oakland Memorial Service Network,Cemetery,5810 Midway Road,Dixon,CA,38.4168787,-121.8783874,95620,
922,National Cemetery Administration,Georgia National Cemetery,Atlanta Memorial Service Network,Cemetery,2025 Mount Carmel Church Ln.,Canton,GA,34.23463,-84.58754,30114,
923,National Cemetery Administration,Great Lakes National Cemetery,Indianapolis Memorial Service Network,Cemetery,4200 Belford Road,Holly,MI,42.8600577,-83.6223926,48442,
924,National Cemetery Administration,South Florida National Cemetery,Atlanta Memorial Service Network,Cemetery,6501 S. State Road 7,Lake Worth,FL,26.58034,-80.20569,33449,
926,National Cemetery Administration,Washington Crossing National Cemetery,Philadelphia Memorial Service Network,Cemetery,830 Highland Road,Newtown,PA,40.2683636,-74.9057853,18940,
927,National Cemetery Administration,Alabama National Cemetery,Atlanta Memorial Service Network,Cemetery,3133 Highway 119,Montevallo,AL,33.13081,-86.83598,35115,
928,National Cemetery Administration,Jacksonville National Cemetery,Atlanta Memorial Service Network,Cemetery,4083 Lannie Road,Jacksonville,FL,30.544965,-81.717167,32218,
929,National Cemetery Administration,Bakersfield National Cemetery,Oakland Memorial Service Network,Cemetery,30338 East Bear Mountain Road,Arvin,CA,35.209128,-118.819811,93203,
930,National Cemetery Administration,Fort Jackson National Cemetery,Atlanta Memorial Service Network,Cemetery,4170 Percival Road,Columbia,SC,34.0913426,-80.8520831,29229,
931,National Cemetery Administration,Sarasota National Cemetery,Atlanta Memorial Service Network,Cemetery,9810 State Hwy 72,Sarasota,FL,27.24747,-82.38076,34241,
970,National Cemetery Administration,Louisiana National Cemetery,Atlanta Memorial Service Network,Cemetery,303 W. Mount Pleasant Road,Zachary,LA,30.646846,-91.248534,70791,
402,Veterans Health Administration,VA Maine Healthcare System - Togus,VA New England Healthcare System,Hospital,1 VA Center,Augusta,ME,44.279805,-69.701815,4330,
405,Veterans Health Administration,White River Junction VA Medical Center,VA New England Healthcare System,Hospital,163 Veterans Drive,White River Junction,VT,43.648498,-72.342911,5009,
436,Veterans Health Administration,VA Montana Health Care System,Rocky Mountain Network,Hospital,"3687 Veterans Drive, P.O.BOX 1500",Fort Harrison,MT,46.617778,-112.101389,59636,
437,Veterans Health Administration,Fargo VA Healthcare System,VA Midwest Health Care Network,Hospital,2101 Elm Street N.,Fargo,ND,46.90619,-96.77464,58102,
438,Veterans Health Administration,Sioux Falls VA Health Care System,VA Midwest Health Care Network,Hospital,"2501 W. 22nd Street, PO Box 5046",Sioux Falls,SD,43.532838,-96.755862,57117,
442,Veterans Health Administration,Cheyenne VA Medical,Rocky Mountain Network,Hospital,2360 E. Pershing Blvd.,Cheyenne,WY,41.145865,-104.787676,82001,
459,Veterans Health Administration,VA Pacific Islands Health Care System,Sierra Pacific Network,Hospital,459 Patterson Road,Honolulu,HI,21.361973,-157.8892,96819,
460,Veterans Health Administration,Wilmington VA Medical Center,VA Healthcare - 4,Hospital,1601 Kirkwood Highway,Wilmington,DE,39.738676,-75.607143,19805,
463,Veterans Health Administration,Alaska VA Healthcare System,Northwest Network,Hospital,1201 North Muldoon Road,Anchorage,AK,61.232006,-149.743395,99504,
501,Veterans Health Administration,New Mexico VA Health Care System,VA Southwest Health Care Network,Hospital,"1501 San Pedro Drive, SE",Albuquerque,NM,35.055242,-106.577792,87108,
502,Veterans Health Administration,Alexandria VA Health Care System,South Central VA Health Care Network,Hospital,"(mail: Department of Veteran Affairs Medical Center, P.O. Box 69004",Alexandria,LA,31.25,-92.48,71306,
503,Veterans Health Administration,Altoona - James E. Van Zandt VA Medical Center,VA Healthcare - 4,Hospital,2907 Pleasant Valley Boulevard,Altoona,PA,40.488617,-78.398365,16602,
504,Veterans Health Administration,Amarillo VA Health Care System,VA Southwest Health Care Network,Hospital,"6010 Amarillo Boulevard, West",Amarillo,TX,35.203169,-101.905333,79106,
506,Veterans Health Administration,VA  Ann Arbor Healthcare System,Veterans In Partnership,Hospital,2215 Fuller Road,Ann Arbor,MI,42.287606,-83.715742,48105,
508,Veterans Health Administration,Atlanta VA Medical Center,VA Southeast Network,Hospital,1670 Clairmont Road,Decatur,GA,33.802145,-84.310303,30033,
509,Veterans Health Administration,Charlie Norwood VA Medical Center,VA Southeast Network,Hospital,1 Freedom Way,Augusta,GA,33.468313,-82.025443,30904,
512,Veterans Health Administration,Baltimore VA Medical Center - VA Maryland Health Care System,VA Capitol Health Care Network,Hospital,10 North Greene Street,Baltimore,MD,39.289785,-76.624281,21201,
515,Veterans Health Administration,Battle Creek VA Medical Center,Veterans In Partnership,Hospital,5500 Armstrong Road,Battle Creek,MI,42.345081,-85.292702,49037,
516,Veterans Health Administration,Bay Pines VA Healthcare System,VA Sunshine Healthcare Network,Hospital,10000 Bay Pines Blvd,Bay Pines,FL,27.813716,-82.777236,33744,
517,Veterans Health Administration,Beckley VA Medical Center,VA Mid-Atlantic Health Care Network,Hospital,200 Veterans Avenue,Beckley,WV,37.767516,-81.190922,25801,
518,Veterans Health Administration,Edith Nourse Rogers Memorial Veterans Hospital,VA New England Healthcare System,Hospital,200 Springs Rd.,Bedford,MA,42.502902,-71.272671,1730,
519,Veterans Health Administration,West Texas VA Health Care System,VA Southwest Health Care Network,Hospital,300 Veterans Blvd.,Big Spring,TX,32.231915,-101.471326,79720,
520,Veterans Health Administration,VA Gulf Coast Veterans Health Care System,South Central VA Health Care Network,Hospital,400 Veterans Avenue,Biloxi,MS,30.408231,-88.947051,39531,
521,Veterans Health Administration,Birmingham VA Medical Center,VA Southeast Network,Hospital,700 S. 19th Street,Birmingham,AL,33.505021,-86.801317,35233,
523,Veterans Health Administration,"VA Boston Healthcare System, Jamaica Plain Campus",VA New England Healthcare System,Hospital,150 South Huntington Avenue,Jamaica Plain,MA,42.329521,-71.11084,2130,
526,Veterans Health Administration,"James J. Peters VA Medical Center (Bronx, NY)",VA NY/NJ Veterans Healthcare Network,Hospital,130 West Kingsbridge Road,Bronx,NY,40.868823,-73.903038,10468,
528,,VA Western New York Healthcare System,VA Health Care Upstate New York,Hospital,3495 Bailey Ave,Buffalo,NY,,,14215,
529,Veterans Health Administration,VA Butler Healthcare,VA Healthcare - 4,Hospital,325 New Castle Road,Butler,PA,40.8738,-79.945,16001,
531,Veterans Health Administration,Boise VA Medical Center,Northwest Network,Hospital,500 West Fort Street,Boise,ID,43.619387,-116.194664,83702,
534,Veterans Health Administration,Ralph H. Johnson VA Medical Center,VA Southeast Network,Hospital,109 Bee Street,Charleston,SC,32.785131,-79.953457,29401,
537,Veterans Health Administration,Jesse Brown VA Medical Center,VA Great Lakes Health Care System,Hospital,820 South Damen Avenue,Chicago,IL,41.869798,-87.67641,60612,
538,Veterans Health Administration,Chillicothe VA Medical Center,VA Healthcare System of Ohio,Hospital,17273 State Route 104,Chillicothe,OH,39.383098,-83.010934,45601,
539,Veterans Health Administration,Cincinnati VA Medical Center,VA Healthcare System of Ohio,Hospital,3200 Vine Street,Cincinnati,OH,39.137929,-84.509344,45220,
540,Veterans Health Administration,Clarksburg - Louis A. Johnson VA Medical Center,VA Healthcare - 4,Hospital,One Medical Center Drive,Clarksburg,WV,39.2692,-80.3631,26301,
541,Veterans Health Administration,Louis Stokes Cleveland VA Medical Center,VA Healthcare System of Ohio,Hospital,10701 East Boulevard,Cleveland,OH,41.512699,-81.613377,44106,
542,Veterans Health Administration,Coatesville VA Medical Center,VA Healthcare - 4,Hospital,1400 Black Horse Hill Road,Coatesville,PA,39.999179,-75.799311,19320,
544,Veterans Health Administration,Wm. Jennings Bryan Dorn VA Medical Center,VA Southeast Network,Hospital,6439 Garners Ferry Road,Columbia,SC,33.977229,-80.959539,29209,
546,Veterans Health Administration,Miami VA Healthcare System,VA Sunshine Healthcare Network,Hospital,1201 N.W. 16th Street,Miami,FL,25.790782,-80.216578,33125,
548,Veterans Health Administration,West Palm Beach VAMC,VA Sunshine Healthcare Network,Hospital,7305 N. Military Trail,West Palm Beach,FL,26.785269,-80.112219,33410,
549,Veterans Health Administration,Dallas VA Medical Center,VA Heart of Texas Health Care Network,Hospital,4500 S. Lancaster Rd.,Dallas,TX,32.693631,-96.792586,75216,
550,Veterans Health Administration,VA Illiana Health Care System,Veterans In Partnership,Hospital,1900 East Main Street,Danville,IL,40.131658,-87.592239,61832,
552,Veterans Health Administration,Dayton VA Medical Center,VA Healthcare System of Ohio,Hospital,4100 W. 3rd Street,Dayton,OH,39.74922,-84.25327,45428,
553,Veterans Health Administration,John D. Dingell VA Medical Center,Veterans In Partnership,Hospital,4646 John R,Detroit,MI,42.355021,-83.06009,48201,
554,Veterans Health Administration,VA Eastern Colorado Health Care System(ECHCS),Rocky Mountain Network,Hospital,1055 Clermont Street,Denver,CO,39.732476,-104.935263,80220,
556,Veterans Health Administration,Captain James A. Lovell Federal Health Care Center,VA Great Lakes Health Care System,Hospital,3001 Green Bay Road,North Chicago,IL,42.309694,-87.862624,60064,
557,Veterans Health Administration,Carl Vinson VA Medical Center,VA Southeast Network,Hospital,1826 Veterans Blvd.,Dublin,GA,32.539216,-82.941971,31021,
558,Veterans Health Administration,Durham VA Medical Center,VA Mid-Atlantic Health Care Network,Hospital,508 Fulton Street,Durham,NC,36.00981,-78.937394,27705,
561,Veterans Health Administration,East Orange Campus of the VA New Jersey Health Care System,VA NY/NJ Veterans Healthcare Network,Hospital,385 Tremont Avenue,East Orange,NJ,40.753644,-74.23413,7018,
562,Veterans Health Administration,Erie VA Medical Center,VA Healthcare - 4,Hospital,135 East 38th Street,Erie,PA,42.102947,-80.064313,16504,
564,Veterans Health Administration,Veterans Health Care System of the Ozarks,South Central VA Health Care Network,Hospital,1100 N. College Avenue,Fayetteville,AR,36.07736,-94.156916,72703,
565,Veterans Health Administration,Fayetteville VA Medical Center,VA Mid-Atlantic Health Care Network,Hospital,2300 Ramsey Street,Fayetteville,NC,35.08936,-78.878109,28301,
568,Veterans Health Administration,VA Black Hills Health Care System - Fort Meade Campus,VA Midwest Health Care Network,Hospital,113 Comanche Road,Fort Meade,SD,44.412674,-103.478156,57741,
570,Veterans Health Administration,VA Central California Health Care System,Sierra Pacific Network,Hospital,2615 E. Clinton Avenue,Fresno,CA,36.772391,-119.780073,93703,
573,Veterans Health Administration,"Malcom Randall VAMC, NF/SGVHS",VA Sunshine Healthcare Network,Hospital,1601 S.W. Archer Road,Gainesville,FL,29.638952,-82.34337,32608,
575,Veterans Health Administration,Grand Junction VA Medical Center,Rocky Mountain Network,Hospital,2121 North Avenue,Grand Junction,CO,39.077183,-108.540342,81501,
578,Veterans Health Administration,Edward Hines Jr. VA Hospital,VA Great Lakes Health Care System,Hospital,5000 South 5th Avenue,Hines,IL,41.8582,-87.8357,60141,
580,Veterans Health Administration,Michael E. DeBakey VA Medical Center,South Central VA Health Care Network,Hospital,2002 Holcombe Blvd.,Houston,TX,29.70535,-95.386219,77030,
581,Veterans Health Administration,Huntington VA Medical Center,VA Mid South Healthcare Network,Hospital,1540 Spring Valley Drive,Huntington,WV,38.384255,-82.517717,25704,
583,Veterans Health Administration,Richard L. Roudebush VA Medical Center (Indianapolis VA Medical Center),Veterans In Partnership,Hospital,1481 W. 10th Street,Indianapolis,IN,39.779551,-86.186952,46202,
585,Veterans Health Administration,Oscar G. Johnson VA Medical Center,VA Great Lakes Health Care System,Hospital,325 East H Street,Iron Mountain,MI,45.811344,-88.061043,49801,
586,Veterans Health Administration,G.V. (Sonny) Montgomery VA Medical Center,South Central VA Health Care Network,Hospital,1500 E. Woodrow Wilson Drive,Jackson,MS,32.32693,-90.171025,39216,
589,Veterans Health Administration,Kansas City VA Medical Center,VA Heartland Network,Hospital,4801 Linwood Blvd,Kansas City,MO,,,64128,
590,Veterans Health Administration,Hampton VA Medical Center,VA Mid-Atlantic Health Care Network,Hospital,100 Emancipation Drive,Hampton,VA,37.01864,-76.33082,23667,
593,Veterans Health Administration,VA Southern Nevada Healthcare System (VASNHS),Desert Pacific Healthcare Network,Hospital,6900 North Pecos Road,North Las Vegas,NV,36.160311,-115.171089,89086,
595,Veterans Health Administration,Lebanon VA Medical Center,VA Healthcare - 4,Hospital,1700 South Lincoln Avenue,Lebanon,PA,40.317228,-76.397333,17042,
596,Veterans Health Administration,Lexington VA Medical Center,VA Mid South Healthcare Network,Hospital,1101 Veterans Drive,Lexington,KY,38.029411,-84.506248,40502,
598,Veterans Health Administration,Central Arkansas Veterans Healthcare System John L. McClellan Memorial Veterans Hospital,South Central VA Health Care Network,Hospital,4300 West 7th Street,Little Rock,AR,34.745082,-92.32186,72205,
600,Veterans Health Administration,VA Long Beach Healthcare System,Desert Pacific Healthcare Network,Hospital,5901 E. 7th Street,Long Beach,CA,33.775483,-118.117888,90822,
603,Veterans Health Administration,Robley Rex VA Medical Center,VA Mid South Healthcare Network,Hospital,800 Zorn Avenue,Louisville,KY,38.269967,-85.69368,40206,
